order_id,customer_id,order_date,status,region_code
O000478,C00819,2025-01-17 08:09:16,CANCELLED,East
O000479,C00706,2024-07-09 13:50:29,PLACED,South
O000480,C00695,2025-10-12 00:09:12,CANCELLED,South
O000481,C00457,2025-04-21 11:27:13,RETURNED,South
O000482,C00598,2026-05-13 05:15:07,DELIVERED,South
O000483,C00024,2026-05-17 15:21:50,PLACED,West
O000484,C00200,2026-06-08 13:45:51,RETURNED,North
O000485,C00931,2025-07-19 12:40:40,CANCELLED,East
O000486,C00396,2026-04-21 13:38:37,DELIVERED,East
O000487,C00457,2026-05-22 05:54:24,CANCELLED,West
O000488,C00823,2026-04-20 21:26:44,CANCELLED,West
O000489,C00143,2026-03-19 15:34:01,SHIPPED,South
O000490,C00311,2024-08-18 22:40:33,DELIVERED,North
O000491,C00956,2024-07-12 05:57:03,PLACED,North
O000492,C00420,2025-06-09 05:22:26,SHIPPED,West
O000493,C00728,2025-02-10 21:12:40,SHIPPED,South
O000494,C00853,2024-09-24 05:25:10,PLACED,East
O000495,C00855,2025-03-20 09:49:25,CANCELLED,South
O000496,C00028,2025-12-17 16:01:47,DELIVERED,West
O000497,C00128,2025-04-27 15:32:08,CANCELLED,South
O000498,C00504,2024-07-14 10:03:55,PLACED,North
O000499,C00784,2025-05-18 15:18:59,PLACED,East
O000500,C00596,2024-11-29 05:55:30,DELIVERED,West
O000501,C00998,2025-07-29 10:32:16,RETURNED,North
O000502,C00866,2026-04-25 06:54:58,SHIPPED,East
O000503,C00473,2025-05-03 23:12:00,SHIPPED,North
O000504,C00280,2026-05-05 22:51:41,DELIVERED,North
O000505,C00297,2024-07-12 23:49:17,PLACED,South
O000506,C00785,2026-01-21 00:15:25,RETURNED,South
O000507,C00557,2025-01-06 15:54:47,DELIVERED,East
O000508,C00702,2025-06-16 18:44:02,RETURNED,East
O000509,C00844,2025-04-07 08:53:05,DELIVERED,East
O000510,C00798,2025-03-31 04:50:04,SHIPPED,North
O000511,C00224,2026-04-20 16:10:37,SHIPPED,North
O000512,C00428,2025-08-03 19:03:29,SHIPPED,North
O000513,C00492,2025-01-20 19:05:39,SHIPPED,West
O000514,C00912,2026-06-30 15:49:03,DELIVERED,South
O000515,C00727,2025-10-30 08:15:01,PLACED,South
O000516,C00132,2025-05-24 21:15:41,SHIPPED,East
O000517,C00129,2024-10-18 02:52:54,CANCELLED,North
O000518,,2026-01-04 16:18:47,CANCELLED,North
O000519,C00202,2024-07-12 04:31:58,RETURNED,North
O000520,C00481,2026-04-14 09:06:20,PLACED,East
O000521,,2025-12-08 00:21:55,PLACED,South
O000522,C00602,2024-09-26 18:48:27,DELIVERED,North
O000523,C00093,2025-02-01 01:23:48,DELIVERED,East
O000524,C00361,2024-10-13 14:17:24,RETURNED,South
O000525,C00518,2025-05-11 12:25:06,RETURNED,North
O000526,C00542,2025-03-06 21:20:49,DELIVERED,South
O000527,C00924,31-07-2024 00:46:53,PLACED,South
O000528,C00943,2025-11-06 14:15:14,DELIVERED,South
O000529,C00451,2026-05-31 17:08:26,DELIVERED,West
O000530,C00435,2026-06-08 23:39:01,PLACED,East
O000531,C00127,2026-06-25 22:54:18,CANCELLED,East
O000532,C00722,2024-10-02 17:16:49,PLACED,East
O000533,C00506,2025-06-30 04:46:24,RETURNED,East
O000534,C00704,2025-07-04 22:43:26,RETURNED,West
O000535,C00298,2025-11-17 22:32:51,PLACED,West
O000536,C00962,2024-10-09 00:46:56,CANCELLED,North
O000537,C00406,2026-01-07 14:25:06,PLACED,North
O000538,C00147,2026-01-28 23:10:23,PLACED,South
O000539,C00067,2025-04-26 01:06:19,SHIPPED,West
O000540,C00126,2025-12-20 06:27:32,CANCELLED,East
O000541,C00784,2025-12-31 21:11:10,DELIVERED,West
O000542,C00365,2026-03-03 01:22:58,CANCELLED,West
O000543,C00524,2024-10-11 22:37:20,PLACED,North
O000544,C00257,2026-06-07 12:13:56,SHIPPED,North
O000545,C00102,2026-02-07 00:08:02,CANCELLED,North
O000546,C00996,2024-10-08 01:48:31,DELIVERED,South
O000547,C00311,2025-03-16 07:37:37,PLACED,West
O000548,C00812,2024-07-17 21:57:27,CANCELLED,West
O000549,C00517,2025-11-19 21:54:12,RETURNED,North
O000550,C00976,2024-08-14 23:00:29,PLACED,West
O000551,C00461,2026-03-06 02:57:11,CANCELLED,North
O000552,C00034,2025-05-17 19:21:08,DELIVERED,South
O000553,C00504,2025-09-17 02:30:37,CANCELLED,West
O000554,C00783,2024-07-13 19:25:46,RETURNED,West
O000555,C00488,2025-06-23 17:11:03,PLACED,West
O000556,C00270,2025-01-30 02:28:31,RETURNED,East
O000557,C00785,2024-09-06 07:02:07,PLACED,North
O000558,C00132,2025-05-17 06:51:00,RETURNED,North
O000559,C00784,2025-10-02 02:22:05,PLACED,West
O000560,C00354,2025-12-22 15:30:24,PLACED,South
O000561,C00254,2024-11-21 10:36:53,PLACED,North
O000562,C00890,2025-01-29 07:27:43,PLACED,East
O000563,C00039,2024-09-29 23:08:45,RETURNED,West
O000564,,2025-01-16 10:45:54,PLACED,East
O000565,C00387,2025-12-01 23:29:27,PLACED,West
O000566,C00103,2025-11-06 16:27:23,CANCELLED,East
O000567,C00171,2025-05-17 10:28:44,CANCELLED,South
O000568,C00509,2025-06-19 02:43:56,PLACED,South
O000569,C00295,2026-01-30 16:53:17,RETURNED,West
O000570,C00824,2024-09-21 05:33:18,PLACED,North
O000571,C00607,2025-12-23 12:41:14,RETURNED,West
O000572,C00438,2025-09-27 08:11:25,DELIVERED,East
O000573,C00444,2024-11-22 18:19:30,CANCELLED,West
O000574,C00258,2026-03-24 09:52:29,RETURNED,South
O000575,,2025-10-10 08:22:56,SHIPPED,West
O000576,C00219,2024-10-24 14:03:55,CANCELLED,East
O000577,C00960,2024-10-03 22:32:18,CANCELLED,North
O000578,C00535,2025-04-27 01:46:28,SHIPPED,South
O000579,C00765,2025-01-23 23:52:53,CANCELLED,West
O000580,C00327,2024-11-25 07:49:57,SHIPPED,West
O000581,C00274,2024-10-22 17:56:20,DELIVERED,South
O000582,C00416,2024-07-20 20:18:03,PLACED,South
O000583,C00817,2024-11-30 18:43:29,RETURNED,West
O000584,C00433,2026-03-31 08:02:31,SHIPPED,East
O000585,,2025-04-11 18:49:51,DELIVERED,South
O000586,C00660,2025-07-26 10:12:48,CANCELLED,North
O000587,C00057,2025-12-01 09:31:11,RETURNED,East
O000588,C00888,2026-06-23 21:44:25,DELIVERED,North
O000589,C00407,2024-12-16 22:43:40,SHIPPED,South
O000590,C00115,2025-05-15 04:25:41,PLACED,East
O000591,C00509,2024-08-21 18:13:29,PLACED,East
O000592,C00338,2025-05-15 21:54:23,SHIPPED,West
O000593,C00224,2024-08-14 16:16:12,DELIVERED,West
O000594,C00419,2024-09-26 08:06:04,CANCELLED,East
O000595,C00717,2025-03-30 12:42:47,CANCELLED,West
O000596,C00700,2026-05-27 18:52:20,SHIPPED,East
O000597,C00487,2025-12-09 17:50:52,PLACED,North
O000598,C00862,2025-01-04 08:24:23,PLACED,South
O000599,C00260,2026-04-22 19:14:37,DELIVERED,North
O000600,C00548,2024-11-17 17:03:11,CANCELLED,North
O000601,C00932,2024-07-08 08:03:59,DELIVERED,East
O000602,C00093,2025-11-02 09:01:33,DELIVERED,South
O000603,C00881,2025-02-27 21:30:07,DELIVERED,West
O000604,,2025-02-01 08:42:39,CANCELLED,West
O000605,C00755,2025-01-28 14:17:24,CANCELLED,North
O000606,C00845,2025-09-23 23:55:13,PLACED,East
O000607,C00431,2025-05-18 17:08:05,DELIVERED,West
O000608,,2025-01-08 05:13:31,SHIPPED,West
O000609,C00811,01-07-2025 19:40:02,SHIPPED,East
O000610,C00322,2025-03-09 03:08:41,SHIPPED,South
O000611,C00868,2024-09-27 09:56:13,DELIVERED,West
O000612,C00490,2025-11-08 14:20:16,SHIPPED,East
O000613,C00819,2025-11-18 20:01:27,DELIVERED,South
O000614,C00403,2026-01-21 18:04:10,RETURNED,South
O000615,C00022,2024-10-11 03:10:10,RETURNED,South
O000616,C00929,2025-03-28 07:59:18,DELIVERED,South
O000617,C00051,2026-02-19 15:49:11,DELIVERED,South
O000618,C00092,2026-01-01 15:23:54,RETURNED,North
O000619,C00015,2025-09-11 03:10:37,CANCELLED,West
O000620,C00122,2025-09-22 16:13:22,DELIVERED,East
O000621,C00765,2024-12-28 23:35:39,SHIPPED,South
O000622,C00844,2025-01-25 12:26:24,CANCELLED,South
O000623,C00419,07-09-2025 18:48:54,DELIVERED,South
O000624,C00633,2024-09-09 15:57:57,RETURNED,West
O000625,,2024-09-23 15:25:12,DELIVERED,West
O000626,C00704,2025-10-10 19:47:25,CANCELLED,East
O000627,C00075,2025-09-20 13:45:19,DELIVERED,South
O000628,C00483,2024-08-06 22:08:44,RETURNED,North
O000629,C00006,2026-06-15 06:58:14,DELIVERED,West
O000630,C00688,2026-04-14 17:15:35,RETURNED,North
O000631,C00595,2026-02-25 01:05:44,CANCELLED,East
O000632,C00899,2024-11-25 20:58:59,RETURNED,West
O000633,C00146,2025-05-29 13:41:34,SHIPPED,West
O000634,C00893,2024-09-17 23:56:04,DELIVERED,West
O000635,C00290,2026-05-26 22:10:19,DELIVERED,East
O000636,C00447,2025-10-03 02:51:48,CANCELLED,South
O000637,C00570,2025-02-13 04:00:38,CANCELLED,North
O000638,C00194,2025-06-19 08:05:30,PLACED,West
O000639,C00267,2026-01-14 19:56:50,PLACED,West
O000640,C00042,2025-08-01 16:44:44,RETURNED,West
O000641,C00469,2024-10-28 04:46:50,SHIPPED,North
O000642,C00358,2024-10-09 07:45:32,SHIPPED,South
O000643,C00768,2025-05-09 10:34:21,RETURNED,South
O000644,C00598,09-12-2025 18:09:19,RETURNED,South
O000645,C00427,2026-04-20 05:32:24,CANCELLED,North
O000646,C00909,2026-01-13 15:19:15,PLACED,West
O000647,C00383,2026-03-17 23:52:48,DELIVERED,South
O000648,C00030,2025-08-21 06:23:19,CANCELLED,West
O000649,C00644,2025-03-18 16:03:38,PLACED,East
O000650,,2025-04-01 07:25:04,CANCELLED,East
O000651,C00971,2025-10-11 01:09:19,RETURNED,South
O000652,C00217,2024-10-01 17:22:42,DELIVERED,East
O000653,C00818,2025-05-22 12:37:06,RETURNED,West
O000654,C00095,2025-06-25 15:15:00,CANCELLED,North
O000655,C00022,2025-07-25 13:01:41,CANCELLED,East
O000656,C00663,2026-06-03 16:27:57,PLACED,East
O000657,C00503,2026-02-05 16:05:24,DELIVERED,South
O000658,C00368,2024-11-06 21:17:50,RETURNED,South
O000659,C00502,2025-01-24 04:54:47,DELIVERED,West
O000660,C00093,2026-06-14 16:11:14,RETURNED,South
O000661,C00445,2025-02-04 12:47:13,RETURNED,East
O000662,C00997,2026-06-06 03:20:55,SHIPPED,West
O000663,C00540,2024-08-21 08:28:16,DELIVERED,West
O000664,C00448,2026-06-18 07:37:05,DELIVERED,South
O000665,C00131,2024-11-23 21:00:24,SHIPPED,West
O000666,C00303,2026-02-22 22:40:52,PLACED,North
O000667,C00523,2025-07-04 13:13:38,RETURNED,East
O000668,C00364,2025-07-31 21:40:36,RETURNED,North
O000669,C00117,2025-07-18 00:53:26,SHIPPED,West
O000670,C00047,2024-08-31 17:16:52,DELIVERED,East
O000671,C00602,2025-05-23 17:00:18,CANCELLED,East
O000672,C00350,2025-07-14 23:05:40,SHIPPED,South
O000673,C00190,2025-08-22 20:07:34,DELIVERED,North
O000674,C00445,19-04-2025 00:17:31,PLACED,North
O000675,C00176,2025-09-24 12:07:55,CANCELLED,West
O000676,C00311,2024-12-06 02:22:24,DELIVERED,West
O000677,C00824,2024-07-10 13:47:37,PLACED,South
O000678,C00115,2025-08-29 16:54:42,SHIPPED,North
O000679,C00215,2025-09-13 11:18:26,SHIPPED,West
O000680,C00863,2024-07-14 10:01:23,SHIPPED,North
O000681,C00309,2026-05-17 06:55:08,CANCELLED,North
O000682,C00120,2025-07-17 12:45:30,CANCELLED,West
O000683,,2025-07-10 23:21:43,SHIPPED,South
O000684,C00302,2025-12-16 07:31:08,PLACED,East
O000685,C00009,2025-01-13 00:26:06,CANCELLED,West
O000686,C00869,2026-03-22 15:51:17,RETURNED,East
O000687,C00038,2025-02-09 10:22:36,RETURNED,West
O000688,C00238,2025-01-20 02:08:26,CANCELLED,East
O000689,C00567,2024-10-02 22:44:03,CANCELLED,West
O000690,C00120,2024-12-18 12:29:40,DELIVERED,West
O000691,C00715,2025-08-01 16:53:24,SHIPPED,West
O000692,C00353,2025-02-06 03:07:38,RETURNED,East
O000693,C00944,2025-10-18 04:06:00,CANCELLED,South
O000694,C00905,2026-05-27 02:10:08,CANCELLED,East
O000695,C00816,2025-01-26 20:09:52,SHIPPED,South
O000696,C00290,2024-10-13 01:51:41,CANCELLED,South
O000697,C00178,2026-04-06 22:23:58,PLACED,West
O000698,C00966,2024-08-14 13:53:39,SHIPPED,North
O000699,C00019,2026-06-23 19:58:30,SHIPPED,South
O000700,C00848,2026-06-30 18:44:44,PLACED,East
O000701,C00441,2024-12-08 07:48:21,RETURNED,South
O000702,C00499,2024-09-30 19:34:03,DELIVERED,North
O000703,C00789,2025-10-24 18:24:44,SHIPPED,North
O000704,C00724,2025-10-13 02:33:48,CANCELLED,North
O000705,C00999,2026-06-18 03:08:28,PLACED,North
O000706,C00520,2025-03-02 00:44:01,SHIPPED,East
O000707,C00161,2026-05-30 06:59:21,RETURNED,West
O000708,C00751,2026-04-14 16:17:45,DELIVERED,East
O000709,C00839,2025-01-16 19:39:41,CANCELLED,West
O000710,C00788,2024-10-13 13:05:06,CANCELLED,East
O000711,C00294,2026-04-25 03:51:43,DELIVERED,West
O000712,C00370,2025-02-08 08:38:03,RETURNED,West
O000713,C00807,2026-06-27 15:47:55,CANCELLED,West
O000714,C00920,2025-10-08 04:37:07,DELIVERED,North
O000715,C00454,15-07-2024 13:08:32,RETURNED,North
O000716,C00087,2025-03-24 14:49:51,SHIPPED,West
O000717,C00063,2025-12-23 13:02:14,SHIPPED,North
O000718,C00647,2025-01-28 06:03:29,RETURNED,East
O000719,C00430,2025-01-10 22:30:56,RETURNED,East
O000720,C00739,2024-07-19 08:50:14,PLACED,East
O000721,C00922,2025-10-31 02:26:50,CANCELLED,West
O000722,C00660,2026-04-02 23:42:48,RETURNED,West
O000723,C00715,2026-05-24 21:03:52,CANCELLED,South
O000724,C00903,2025-09-07 00:07:35,DELIVERED,West
O000725,C00743,2025-12-17 18:59:08,RETURNED,East
O000726,C00219,2025-11-22 14:22:46,RETURNED,East
O000727,C00776,29-05-2026 17:27:47,RETURNED,East
O000728,C00248,2025-01-11 22:19:22,CANCELLED,North
O000729,C00750,2025-10-08 09:25:41,RETURNED,East
O000730,,2025-09-22 09:41:57,PLACED,West
O000731,C00306,05-12-2024 12:57:05,DELIVERED,South
O000732,C00825,2025-05-26 22:50:38,RETURNED,South
O000733,C00359,2025-03-01 19:29:40,RETURNED,South
O000734,C00732,2024-12-03 21:40:27,PLACED,East
O000735,C00529,2025-10-11 00:02:01,DELIVERED,West
O000736,C00101,2026-03-26 20:35:43,CANCELLED,North
O000737,C00095,2025-04-22 19:44:43,CANCELLED,South
O000738,C00457,2025-05-29 18:42:31,CANCELLED,West
O000739,C00893,2025-12-23 01:22:58,CANCELLED,West
O000740,C00706,2025-05-20 21:39:35,CANCELLED,South
O000741,C00148,2024-10-24 07:11:40,CANCELLED,South
O000742,C00992,2025-06-22 20:23:22,PLACED,South
O000743,C00467,2025-07-05 05:37:26,RETURNED,East
O000744,C00944,2025-06-08 12:28:40,CANCELLED,North
O000745,C00124,2026-02-23 17:20:35,RETURNED,South
O000746,C00121,2024-11-13 14:09:23,DELIVERED,East
O000747,,2025-08-28 01:38:28,RETURNED,West
O000748,C00050,2026-05-28 01:07:08,DELIVERED,South
O000749,C00188,2024-11-16 17:28:24,PLACED,East
O000750,C00070,2025-01-29 23:20:06,RETURNED,East
O000751,C00580,2025-02-19 12:15:03,CANCELLED,West
O000752,C00855,2026-04-15 14:30:08,SHIPPED,West
O000753,C00780,2026-02-25 02:40:27,DELIVERED,North
O000754,C00820,2025-11-22 01:15:21,CANCELLED,South
O000755,C00922,2024-11-22 03:55:55,CANCELLED,East
O000756,C00662,2024-10-20 18:50:09,PLACED,East
O000757,C00575,2025-05-15 10:01:25,PLACED,South
O000758,C00979,2025-06-05 07:56:09,PLACED,South
O000759,C00769,2025-10-22 04:34:59,PLACED,South
O000760,,2025-04-27 23:10:58,SHIPPED,West
O000761,C00087,2025-12-19 00:52:19,CANCELLED,North
O000762,C00504,16-10-2024 05:35:45,CANCELLED,South
O000763,,2026-01-07 03:05:54,CANCELLED,East
O000764,C00094,2024-07-16 13:20:30,SHIPPED,East
O000765,C00148,2024-09-18 19:05:17,SHIPPED,East
O000766,C00976,2025-04-14 10:36:31,RETURNED,East
O000767,,2024-09-26 07:45:38,CANCELLED,North
O000768,C00328,2024-07-17 20:15:32,DELIVERED,West
O000769,C00965,2026-03-06 14:53:54,SHIPPED,South
O000770,C00771,2026-05-21 16:59:32,RETURNED,West
O000771,C00973,2024-10-12 11:58:13,CANCELLED,West
O000772,C00068,2026-01-21 12:00:12,SHIPPED,North
O000773,C00276,2025-01-19 11:05:44,PLACED,South
O000774,C00782,2026-05-24 13:43:38,DELIVERED,West
O000775,C00457,2025-09-18 23:13:19,SHIPPED,South
O000776,C00383,2026-02-06 18:39:17,SHIPPED,West
O000777,C00985,2024-07-14 19:24:00,PLACED,West
O000778,C00985,2026-02-06 05:41:10,SHIPPED,North
O000779,C00062,2025-08-08 03:14:39,RETURNED,East
O000780,C00860,2026-02-25 15:55:51,SHIPPED,East
O000781,C00047,2026-03-22 20:09:08,PLACED,East
O000782,C00092,2024-09-08 00:14:23,SHIPPED,East
O000783,C00900,2024-10-17 15:35:09,DELIVERED,East
O000784,C00651,2026-01-13 20:52:16,CANCELLED,East
O000785,C00252,2026-04-20 19:37:44,SHIPPED,West
O000786,C00983,23-02-2026 15:00:37,SHIPPED,North
O000787,C00624,2025-02-17 11:35:49,SHIPPED,West
O000788,C00570,2025-06-22 18:39:45,CANCELLED,North
O000789,C00807,2025-01-02 01:00:38,RETURNED,North
O000790,C00914,2025-08-08 23:30:55,PLACED,East
O000791,C00996,2025-01-19 07:35:32,DELIVERED,West
O000792,C00182,2025-08-09 01:01:52,PLACED,North
O000793,C00474,2024-07-23 10:28:39,PLACED,South
O000794,,2024-08-09 11:16:35,DELIVERED,South
O000795,C00093,2025-08-09 19:04:28,SHIPPED,South
O000796,C00506,2024-09-20 20:48:37,CANCELLED,South
O000797,C00008,2026-04-16 11:36:25,CANCELLED,North
O000798,C00891,2025-05-07 07:14:32,SHIPPED,South
O000799,C00676,2024-07-08 19:53:28,RETURNED,South
O000800,C00067,2024-12-18 19:12:51,SHIPPED,East
O000801,C00956,2024-12-20 12:37:50,RETURNED,East
O000802,C00197,15-04-2025 11:01:17,RETURNED,East
O000803,C00698,2025-03-23 00:43:50,CANCELLED,North
O000804,C00875,2025-02-02 11:31:15,CANCELLED,East
O000805,C00125,2026-05-12 05:18:48,DELIVERED,North
O000806,C00906,2025-11-19 21:32:58,CANCELLED,West
O000807,,2025-11-21 14:43:39,PLACED,North
O000808,C00756,2025-12-12 03:05:56,PLACED,South
O000809,C00202,2026-04-27 13:20:46,PLACED,North
O000810,C00492,02-07-2025 05:01:59,DELIVERED,East
O000811,C00254,2026-07-01 16:20:26,DELIVERED,North
O000812,C00842,2024-12-18 22:53:26,PLACED,West
O000813,C00783,2026-06-06 14:58:55,PLACED,North
O000814,C00998,2025-01-29 19:18:12,DELIVERED,North
O000815,C00802,2024-09-01 16:08:58,CANCELLED,North
O000816,C00309,2025-03-08 17:22:25,PLACED,North
O000817,C00573,2025-03-28 06:40:12,CANCELLED,North
O000818,C00633,2026-05-14 10:06:23,RETURNED,North
O000819,C00465,2024-09-07 21:25:09,RETURNED,North
O000820,C00348,2024-08-08 14:36:24,PLACED,West
O000821,C00530,2024-10-26 07:44:07,PLACED,North
O000822,C00610,2025-05-17 01:10:41,SHIPPED,South
O000823,C00653,2025-03-09 12:59:46,CANCELLED,West
O000824,C00191,2024-11-17 10:17:00,PLACED,South
O000825,C00320,2025-05-14 13:51:14,DELIVERED,East
O000826,C00598,2026-04-21 08:22:44,SHIPPED,West
O000827,C00317,2025-11-21 21:38:33,PLACED,South
O000828,C00059,2025-10-07 07:37:58,RETURNED,North
O000829,C00433,2025-02-02 14:18:51,SHIPPED,North
O000830,C00350,2026-04-08 09:48:05,CANCELLED,East
O000831,C00873,2025-01-21 23:20:53,RETURNED,East
O000832,C00429,2025-07-07 15:17:45,PLACED,West
O000833,C00225,2025-04-03 13:46:26,SHIPPED,West
O000834,C00639,2025-01-17 19:33:11,DELIVERED,West
O000835,C00211,2026-05-01 11:29:25,PLACED,East
O000836,C00011,2026-02-11 08:48:26,PLACED,South
O000837,C00298,2026-02-04 04:31:04,DELIVERED,North
O000838,,2026-03-29 09:49:35,SHIPPED,South
O000839,C00907,2026-06-22 09:21:49,RETURNED,South
O000840,C00183,2026-01-27 02:24:26,DELIVERED,North
O000841,C00022,2024-10-23 00:36:01,PLACED,East
O000842,C00959,2024-10-23 21:28:55,DELIVERED,East
O000843,C00677,2025-05-30 05:55:12,RETURNED,West
O000844,C00900,2026-02-10 00:40:31,SHIPPED,South
O000845,C00197,2026-06-21 03:22:54,DELIVERED,West
O000846,C00652,2026-02-23 00:43:09,RETURNED,South
O000847,C00875,2024-09-28 14:36:30,DELIVERED,South
O000848,C00055,2025-05-16 04:34:28,SHIPPED,West
O000849,C00215,2025-12-20 18:57:42,RETURNED,North
O000850,C00172,2024-10-21 14:55:03,RETURNED,East
O000851,C00511,2025-02-28 22:17:17,DELIVERED,West
O000852,C00733,2024-10-09 02:33:58,RETURNED,West
O000853,C00654,2026-01-19 14:43:59,PLACED,South
O000854,C00225,2025-03-22 12:26:17,SHIPPED,West
O000855,C00224,2025-07-03 22:51:41,RETURNED,South
O000856,C00958,2025-06-24 12:23:26,PLACED,South
O000857,C00770,2026-06-18 14:11:24,DELIVERED,South
O000858,,2025-09-20 12:08:32,DELIVERED,West
O000859,C00462,2025-10-15 23:18:35,CANCELLED,East
O000860,C00280,2024-10-16 21:53:59,SHIPPED,East
O000861,C00661,2026-05-28 12:57:22,DELIVERED,North
O000862,C00805,2026-05-12 03:48:20,PLACED,North
O000863,,2025-04-13 20:29:24,SHIPPED,East
O000864,C00257,2025-08-13 05:25:23,DELIVERED,South
O000865,C00723,2025-08-05 11:43:43,RETURNED,East
O000866,C00009,2025-07-02 18:43:20,DELIVERED,West
O000867,C00969,2025-08-03 15:17:31,PLACED,West
O000868,C00670,2024-12-23 00:55:40,SHIPPED,West
O000869,C00234,2024-09-07 00:36:59,CANCELLED,South
O000870,C00529,2025-12-12 04:19:24,CANCELLED,West
O000871,C00349,2025-07-27 20:50:03,SHIPPED,West
O000872,C00789,2026-01-26 05:31:07,CANCELLED,West
O000873,C00874,2026-02-20 13:51:15,RETURNED,South
O000874,C00313,15-12-2024 03:55:44,DELIVERED,East
O000875,C00231,2024-09-09 16:17:59,CANCELLED,East
O000876,C00334,2025-03-29 03:59:13,PLACED,South
O000877,C00158,2024-12-03 10:28:20,RETURNED,West
O000878,C00391,2026-03-21 06:53:45,RETURNED,West
O000879,C00193,2025-03-29 16:03:58,CANCELLED,East
O000880,C00096,2025-06-19 03:19:12,SHIPPED,North
O000881,C00847,2024-10-13 12:45:12,SHIPPED,South
O000882,C00072,2024-09-26 09:52:42,SHIPPED,South
O000883,C00299,2026-05-04 16:13:50,PLACED,East
O000884,,2025-03-28 13:04:10,CANCELLED,West
O000885,C00161,2026-03-20 08:42:04,CANCELLED,West
O000886,C00761,2026-01-27 17:32:02,SHIPPED,South
O000887,C00892,2024-10-17 17:40:31,CANCELLED,South
O000888,C00619,2025-06-09 05:58:44,SHIPPED,West
O000889,C00283,2026-03-10 01:54:49,CANCELLED,North
O000890,C00845,2025-08-14 19:18:39,RETURNED,East
O000891,C00933,2026-05-19 06:30:27,CANCELLED,North
O000892,C00755,2025-05-11 12:47:24,CANCELLED,East
O000893,C00718,2024-12-08 21:13:02,CANCELLED,South
O000894,C00426,2024-12-19 00:01:32,CANCELLED,West
O000895,C00394,2026-01-04 14:38:05,RETURNED,North
O000896,C00403,2024-10-01 13:59:33,SHIPPED,East
O000897,C00904,2025-11-28 04:45:53,PLACED,South
O000898,C00931,2024-10-20 11:01:14,RETURNED,North
O000899,C00378,2025-12-25 10:42:14,DELIVERED,West
O000900,C00462,2025-11-28 10:45:25,PLACED,West
O000901,C00028,2025-05-14 04:27:38,CANCELLED,West
O000902,C00352,2024-08-16 10:50:02,CANCELLED,North
O000903,C00011,2024-09-23 09:11:03,SHIPPED,East
O000904,C00687,2025-09-05 19:07:36,PLACED,North
O000905,C00562,2025-06-21 06:09:55,CANCELLED,South
O000906,C00483,2025-09-14 19:05:24,SHIPPED,North
O000907,C00622,2024-10-31 11:41:14,RETURNED,West
O000908,C00173,2024-10-23 05:49:02,DELIVERED,South
O000909,C00452,2024-10-19 03:28:48,PLACED,South
O000910,C00453,2025-01-02 22:41:46,RETURNED,North
O000911,C00400,2024-07-17 01:25:25,RETURNED,North
O000912,C00050,2026-03-07 00:33:21,SHIPPED,East
O000913,C00931,2025-05-08 04:27:32,CANCELLED,North
O000914,C00015,2026-01-18 01:36:23,PLACED,South
O000915,C00982,2025-06-16 02:21:38,SHIPPED,South
O000916,C00046,2024-10-18 07:03:14,DELIVERED,East
O000917,C00576,2025-07-28 05:40:18,RETURNED,West
O000918,C00962,2026-05-31 23:58:36,PLACED,East
O000919,C00332,2025-06-16 09:43:11,DELIVERED,North
O000920,C00399,2025-12-17 18:12:02,DELIVERED,East
O000921,C00045,2025-05-28 06:12:12,DELIVERED,West
O000922,C00105,2025-10-21 23:49:17,RETURNED,South
O000923,C00258,2024-07-17 14:15:07,CANCELLED,South
O000924,C00341,2024-09-27 05:20:40,DELIVERED,West
O000925,C00070,2024-08-20 18:34:33,RETURNED,West
O000926,C00392,2025-10-20 05:52:15,RETURNED,North
O000927,,2025-09-22 06:45:08,PLACED,East
O000928,C00243,2024-11-11 17:47:44,RETURNED,North
O000929,C00062,2024-11-02 01:49:43,SHIPPED,South
O000930,C00385,2025-04-23 12:00:07,RETURNED,West
O000931,C00757,2025-05-13 09:23:12,DELIVERED,North
O000932,C00534,2026-05-31 14:47:37,DELIVERED,North
O000933,C00235,2025-06-04 19:10:45,SHIPPED,South
O000934,C00553,2025-12-09 14:42:46,SHIPPED,South
O000935,C00623,2025-01-12 10:45:21,SHIPPED,West
O000936,,2025-08-29 19:50:31,PLACED,South
O000937,C00054,2025-02-16 11:54:40,SHIPPED,South
O000938,C00094,2024-12-20 23:50:44,SHIPPED,South
O000939,C00520,2026-05-19 08:24:33,DELIVERED,South
O000940,C00739,2025-01-22 12:13:19,RETURNED,South
O000941,C00311,2024-09-13 02:27:28,SHIPPED,East
O000942,C00884,2025-04-09 17:52:35,DELIVERED,West
O000943,C00387,2026-06-02 16:25:36,RETURNED,West
O000944,C00779,2026-01-01 18:57:08,CANCELLED,North
O000945,C00781,2025-04-26 10:20:02,DELIVERED,South
O000946,C00567,2024-08-17 20:22:48,CANCELLED,East
O000947,C00465,2025-04-20 12:07:39,CANCELLED,North
O000948,C00342,2026-02-28 18:25:59,SHIPPED,South
O000949,,2026-06-20 21:12:48,DELIVERED,West
O000950,C00415,2025-09-22 22:42:09,DELIVERED,West
O000951,C00502,2024-09-02 08:15:58,PLACED,West
O000952,,2025-11-25 17:57:41,CANCELLED,South
O000953,C00199,2025-06-21 16:30:13,DELIVERED,West
O000954,C00651,2025-10-27 17:29:35,CANCELLED,West
