item_id,order_id,product_id,quantity,unit_price,discount_percent
697,O000276,P0077,-1,646.48,16.75
698,O000276,P0340,5,33.79,30.28
699,O000277,P0377,3,516.27,5.67
700,O000277,P0296,2,421.43,47.01
701,O000277,P0256,2,102.0,96.74
702,O000277,P0325,2,159.42,15.18
703,O000278,P0352,2,924.75,96.01
704,O000278,P0339,4,148.24,11.52
705,O000279,P0207,1,113.46,91.33
706,O000280,P0017,1,452.03,72.3
707,O000281,P0319,2,749.31,21.41
708,O000281,P0221,3,386.48,20.84
709,O000281,P0234,1,654.12,66.51
710,O000281,P0054,3,158.14,78.5
711,O000282,P0012,1,791.94,68.3
712,O000282,P0173,5,861.25,57.64
713,O000283,P0147,2,381.82,1.71
714,O000283,P0434,5,373.06,96.77
715,O000283,P0034,4,812.36,73.6
716,O000284,P0292,2,600.24,12.82
717,O000285,P0118,1,969.2,11.87
718,O000285,P0479,3,365.43,32.66
719,O000285,P0391,3,924.78,21.2
720,O000285,P0039,1,889.22,77.85
721,O000286,P0477,2,63.28,12.31
722,O000287,P0254,4,285.15,16.64
723,O000287,P0369,5,724.33,8.54
724,O000288,P0117,-5,138.69,86.0
725,O000288,P0462,5,115.97,31.94
726,O000288,P0351,2,635.42,0.76
727,O000288,P0031,3,133.45,61.61
728,O000289,P0394,4,643.44,36.86
729,O000289,P0190,3,448.38,67.71
730,O000289,P0218,3,845.07,94.58
731,O000289,P0055,3,145.49,81.01
732,O000290,P0023,-4,559.39,76.92
733,O000290,P0107,5,36.38,91.15
734,O000290,P0052,4,454.83,27.62
735,O000290,P0217,1,521.12,54.44
736,O000291,P0076,3,596.82,86.84
737,O000292,P0238,3,93.59,50.84
738,O000293,P0028,4,467.33,22.92
739,O000293,P0417,1,871.53,36.11
740,O000293,P0252,5,307.23,80.1
741,O000293,P0101,2,34.54,56.51
742,O000294,P0271,3,679.6,44.68
743,O000294,P0255,4,39.39,12.05
744,O000295,P0344,3,805.62,77.7
745,O000296,P0471,2,939.35,92.2
746,O000296,P0224,4,824.96,7.89
747,O000296,P0124,5,832.39,69.95
748,O000296,P0030,-4,980.02,40.3
749,O000297,P0170,1,630.57,2.49
750,O000297,P0026,1,452.46,48.57
751,O000297,P0130,4,46.98,74.9
752,O000297,P0279,3,770.59,55.2
753,O000298,P0128,-5,671.03,70.77
754,O000298,P0022,3,262.97,60.88
755,O000298,P0153,1,650.12,59.79
756,O000299,P0271,4,989.8,63.89
757,O000299,P0303,1,444.63,12.03
758,O000299,P0285,4,752.41,10.21
759,O000299,P0077,4,224.12,28.67
760,O000300,P0137,4,255.76,83.09
761,O000301,P0378,4,692.0,51.54
762,O000301,P0299,5,572.78,11.39
763,O000301,P0008,5,76.33,82.25
764,O000302,P0435,2,988.16,66.03
765,O000302,P0027,1,520.42,81.98
766,O000302,P0055,5,98.13,5.49
767,O000303,P0339,1,631.49,9.51
768,O000303,P0410,5,92.85,36.94
769,O000304,P0043,2,976.25,96.25
770,O000304,P0301,5,964.94,92.78
771,O000304,P0421,5,852.89,97.05
772,O000304,P0156,4,539.75,16.07
773,O000305,P0453,4,362.49,51.31
774,O000306,P0498,5,511.78,43.77
775,O000306,P0032,1,813.75,25.95
776,O000307,P0243,4,669.92,82.88
777,O000308,P0044,2,306.56,40.32
778,O000308,P0262,1,892.08,67.43
779,O000309,P0217,2,564.09,50.47
780,O000309,P0201,4,582.81,99.9
781,O000309,P0026,4,274.46,58.88
782,O000310,P0405,1,97.55,58.1
783,O000310,P0023,1,499.41,55.18
784,O000311,P0346,2,894.83,69.09
785,O000311,P0371,5,383.61,10.7
786,O000312,P0413,5,662.04,64.12
787,O000312,P0024,2,885.92,92.62
788,O000312,P0193,3,389.89,24.87
789,O000312,P0220,3,35.36,45.31
790,O000313,P0006,2,161.42,33.8
791,O000313,P0478,4,362.02,76.0
792,O000313,P0280,4,133.81,50.25
793,O000314,P0273,3,699.72,22.8
794,O000314,P0071,1,985.16,39.52
795,O000315,P0295,5,77.47,2.21
796,O000315,P0038,1,222.31,82.97
797,O000316,P0308,3,643.7,16.32
798,O000316,P0056,2,240.32,47.51
799,O000317,P0128,1,53.35,25.45
800,O000317,P0206,5,339.13,83.01
801,O000317,P0185,1,907.36,27.84
802,O000317,P0135,3,133.32,9.74
803,O000318,P0357,1,296.26,2.83
804,O000318,P0433,5,72.55,75.56
805,O000318,P0477,4,750.05,77.24
806,O000319,P0294,3,755.48,63.05
807,O000319,P0465,5,732.19,86.63
808,O000320,P0140,5,88.82,27.09
809,O000320,P0054,5,789.4,83.97
810,O000320,P0202,5,630.32,94.72
811,O000320,P0340,5,543.02,80.48
812,O000321,P0317,5,554.06,31.16
813,O000321,P0160,5,691.8,86.67
814,O000322,P0161,3,805.54,4.93
815,O000322,P0370,1,603.12,18.06
816,O000322,P0127,4,700.02,38.15
817,O000323,P0243,3,87.82,68.28
818,O000324,P0276,2,755.18,55.52
819,O000325,P0128,2,416.68,70.94
820,O000325,P0297,2,267.31,37.24
821,O000325,P0004,1,58.66,59.41
822,O000325,P0070,5,305.73,97.13
823,O000326,P0472,2,382.57,37.5
824,O000326,P0380,3,862.95,61.34
825,O000326,P0026,4,333.61,43.58
826,O000327,P0477,1,317.63,42.36
827,O000327,P0227,3,346.52,89.25
828,O000328,P0494,3,228.53,78.13
829,O000328,P0067,-5,250.09,78.22
830,O000328,P0449,3,387.45,13.08
831,O000328,P0173,2,703.59,5.42
832,O000329,P0178,3,236.61,5.37
833,O000329,P0096,4,127.23,15.22
834,O000329,P0409,2,457.41,96.43
835,O000329,P0243,4,317.51,13.43
836,O000330,P0015,5,112.62,17.69
837,O000330,P0467,1,972.69,50.34
838,O000330,P0265,3,643.02,99.34
839,O000331,P0243,-5,592.92,98.2
840,O000332,P0066,4,203.92,7.91
841,O000332,P0483,5,364.78,93.07
842,O000332,P0140,1,451.65,99.42
843,O000332,P0437,4,172.47,81.2
844,O000333,P0471,2,172.98,20.39
845,O000334,P0453,2,483.93,22.8
846,O000334,P0374,3,392.01,75.26
847,O000334,P0180,1,973.97,63.56
848,O000335,P0090,3,316.67,12.34
849,O000335,P0120,5,508.43,87.86
850,O000335,P0487,3,275.67,3.14
851,O000336,P0189,3,292.35,46.72
852,O000336,P0433,2,881.25,11.14
853,O000336,P0366,2,984.88,28.55
854,O000336,P0378,5,733.66,49.13
855,O000337,P0397,4,404.16,20.63
856,O000338,P0016,2,199.71,83.26
857,O000338,P0087,5,821.45,89.77
858,O000338,P0336,3,547.47,80.12
859,O000339,P0493,5,254.47,4.17
860,O000340,P0312,2,994.39,97.89
861,O000340,P0258,3,831.45,26.68
862,O000340,P0118,2,882.29,1.18
863,O000341,P0447,5,402.38,47.42
864,O000342,P0432,5,430.73,98.89
865,O000342,P0470,3,673.33,35.95
866,O000342,P0423,3,536.42,81.94
867,O000343,P0318,1,225.27,70.46
868,O000343,P0329,5,689.38,75.57
869,O000343,P0306,3,132.1,53.66
870,O000344,P0412,5,625.88,57.93
871,O000344,P0398,5,163.45,88.67
872,O000344,P0162,5,486.43,70.31
873,O000345,P0231,1,684.21,25.38
874,O000345,P0046,2,863.23,98.65
875,O000345,P0196,5,713.37,17.5
876,O000345,P0426,2,561.18,22.64
877,O000346,P0122,2,572.33,10.32
878,O000346,P0338,1,554.21,3.01
879,O000346,P0291,2,217.99,17.24
880,O000346,P0365,5,582.29,92.41
881,O000347,P0418,2,125.8,18.51
882,O000347,P0009,2,72.4,52.2
883,O000348,P0024,4,910.94,50.79
884,O000348,P0286,5,920.35,67.67
885,O000348,P0281,4,92.78,29.55
886,O000348,P0048,3,295.88,91.73
887,O000349,P0164,5,653.38,64.12
888,O000349,P0387,1,56.89,48.26
889,O000350,P0100,5,321.71,40.87
890,O000350,P0347,5,792.2,3.49
891,O000350,P0009,2,462.47,75.16
892,O000350,P0419,-2,817.42,94.35
893,O000351,P0170,4,29.35,68.9
894,O000351,P0460,4,671.76,42.21
895,O000351,P0464,1,650.83,91.61
896,O000351,P0363,3,99.39,84.07
897,O000352,P0229,-3,546.24,10.06
898,O000352,P0470,5,595.57,77.24
899,O000353,P0008,1,373.61,56.17
900,O000353,P0281,2,210.28,55.4
901,O000353,P0291,4,568.96,40.53
902,O000353,P0402,4,25.27,23.41
903,O000354,P0460,5,638.93,11.83
904,O000354,P0339,5,644.43,78.16
905,O000354,P0190,1,804.82,42.88
906,O000354,P0040,3,573.66,89.68
907,O000355,P0012,5,943.84,13.27
908,O000356,P0324,4,526.76,55.91
909,O000356,P0155,2,978.0,55.33
910,O000356,P0460,1,575.92,93.45
911,O000357,P0262,4,321.21,95.73
912,O000358,P0362,4,99.31,74.8
913,O000358,P0309,4,193.03,7.46
914,O000358,P0428,5,648.53,14.47
915,O000358,P0304,1,408.78,13.78
916,O000359,P0309,2,943.59,33.43
917,O000359,P0028,5,813.05,88.16
918,O000359,P0188,3,273.74,13.19
919,O000360,P0427,3,836.66,31.9
920,O000360,P0433,5,582.2,12.63
921,O000360,P0001,3,713.2,1.81
922,O000361,P0113,1,926.09,89.85
923,O000362,P0236,3,179.96,82.73
924,O000362,P0241,3,991.96,50.31
925,O000362,P0455,5,723.91,78.75
926,O000362,P0249,1,524.97,94.53
927,O000363,P0368,2,458.1,9.01
928,O000363,P0483,4,934.62,92.42
929,O000364,P0031,1,788.44,94.3
930,O000364,P0295,1,378.08,0.1
931,O000364,P0454,2,809.19,98.11
932,O000365,P0042,3,750.06,4.36
933,O000366,P0442,2,796.01,5.32
934,O000366,P0023,5,42.5,7.09
935,O000366,P0349,4,24.56,95.7
936,O000367,P0294,1,787.36,56.18
937,O000367,P0117,3,812.62,14.08
938,O000367,P0212,5,597.17,57.31
939,O000368,P0132,3,286.24,47.22
940,O000368,P0376,1,97.21,62.44
941,O000368,P0243,5,210.16,31.09
942,O000368,P0462,5,772.81,77.34
943,O000369,P0079,3,358.28,56.15
944,O000370,P0036,2,473.59,29.68
945,O000370,P0269,3,766.3,82.39
946,O000370,P0078,3,426.47,6.05
947,O000370,P0223,3,48.53,42.93
948,O000371,P0368,5,996.49,89.1
949,O000371,P0281,5,310.6,17.69
950,O000372,P0409,4,908.68,96.9
951,O000372,P0071,3,544.79,33.08
952,O000373,P0475,4,283.93,5.01
953,O000374,P0181,4,89.26,96.09
954,O000374,P0094,2,731.89,0.97
955,O000374,P0171,1,903.29,32.46
956,O000375,P0159,4,733.31,66.61
957,O000376,P0043,2,996.81,46.27
958,O000377,P0352,1,28.91,32.85
959,O000377,P0228,3,685.16,5.4
960,O000377,P0013,2,412.06,62.1
961,O000377,P0471,2,932.85,69.86
962,O000378,P0458,2,91.87,13.52
963,O000379,P0461,3,570.23,87.19
964,O000379,P0441,-1,423.5,81.25
965,O000379,P0057,1,343.89,86.28
966,O000379,P0178,2,966.95,65.47
967,O000380,P0317,4,346.39,43.81
968,O000380,P0253,1,108.89,44.29
969,O000380,P0238,2,599.01,4.95
970,O000381,P0330,5,37.77,23.06
971,O000381,P0202,1,294.97,67.75
972,O000381,P0396,2,724.15,20.33
973,O000382,P0065,1,938.31,87.83
974,O000383,P0358,1,972.58,28.42
975,O000383,P0321,1,617.3,9.38
976,O000383,P0173,2,881.7,61.66
977,O000383,P0184,2,352.65,75.0
978,O000384,P0024,5,367.73,7.07
979,O000384,P0250,1,573.7,57.76
980,O000384,P0220,1,943.48,90.88
981,O000385,P0368,1,444.84,26.28
982,O000386,P0356,4,683.42,71.67
983,O000386,P0292,2,849.8,30.68
984,O000387,P0202,-2,495.87,37.7
985,O000387,P0005,2,225.79,63.29
986,O000387,P0109,1,985.51,31.31
987,O000388,P0055,4,464.78,25.48
988,O000388,P0096,5,664.88,57.27
989,O000389,P0158,2,337.72,9.52
990,O000389,P0017,1,575.6,64.32
991,O000390,P0003,1,640.83,95.91
992,O000390,P0262,5,260.74,1.39
993,O000390,P0202,1,449.63,79.46
994,O000390,P0145,5,897.42,33.45
995,O000391,P0289,3,560.92,98.2
996,O000391,P0290,4,862.1,8.77
997,O000391,P0395,5,429.26,16.75
998,O000391,P0432,1,247.87,67.1
999,O000392,P0073,1,463.0,35.37
1000,O000392,P0237,2,983.47,88.99
1001,O000393,P0059,1,99.93,34.43
1002,O000393,P0385,2,555.22,18.09
1003,O000394,P0408,2,611.91,66.03
1004,O000394,P0467,1,529.19,12.45
1005,O000394,P0371,5,14.23,36.6
1006,O000394,P0396,1,120.94,43.65
1007,O000395,P0042,3,733.03,88.07
1008,O000395,P0354,5,973.08,16.75
1009,O000395,P0265,1,54.01,5.03
1010,O000396,P0392,2,810.21,60.39
1011,O000396,P0193,2,612.57,15.46
1012,O000396,P0089,5,805.67,27.61
1013,O000397,P0264,1,146.72,72.24
1014,O000397,P0028,4,185.86,21.38
1015,O000397,P0321,3,927.36,97.94
1016,O000398,P0046,2,284.65,48.73
1017,O000398,P0375,3,140.36,74.93
1018,O000399,P0489,1,956.99,57.73
1019,O000400,P0377,1,631.03,1.3
1020,O000400,P0026,1,284.23,71.44
1021,O000401,P0067,2,719.77,49.8
1022,O000401,P0053,2,251.26,71.79
1023,O000402,P0214,2,342.11,4.7
1024,O000403,P0350,4,984.52,5.74
1025,O000403,P0425,5,445.57,45.96
1026,O000403,P0050,4,614.99,22.42
1027,O000404,P0307,1,98.76,68.26
1028,O000405,P0443,4,612.04,86.06
1029,O000406,P0272,5,225.99,94.41
1030,O000406,P0432,1,965.71,54.12
1031,O000407,P0201,1,170.58,56.75
1032,O000407,P0215,2,491.98,50.11
1033,O000407,P0454,3,374.89,84.12
1034,O000408,P0450,4,892.02,38.32
1035,O000408,P0044,4,574.62,80.42
1036,O000408,P0156,3,585.4,77.88
1037,O000408,P0019,3,446.57,43.15
1038,O000409,P0097,3,720.11,56.76
1039,O000409,P0332,-3,608.47,16.73
1040,O000410,P0198,2,143.34,88.21
1041,O000410,P0496,1,155.39,21.64
1042,O000411,P0379,2,350.09,65.45
1043,O000411,P0078,3,110.4,51.47
1044,O000411,P0489,5,48.9,73.5
1045,O000411,P0317,5,107.11,62.28
1046,O000412,P0371,2,318.02,82.07
1047,O000412,P0293,1,685.87,26.37
1048,O000412,P0413,2,247.03,13.4
1049,O000412,P0499,3,958.42,88.9
1050,O000413,P0116,3,253.07,94.92
1051,O000414,P0362,2,836.11,84.83
1052,O000415,P0369,-4,274.41,86.36
1053,O000415,P0289,4,678.39,49.94
1054,O000415,P0365,4,895.97,79.75
1055,O000415,P0483,3,902.47,63.57
1056,O000416,P0224,3,377.01,47.22
1057,O000416,P0477,3,730.85,77.69
1058,O000417,P0464,1,287.55,7.91
1059,O000417,P0012,3,540.13,90.83
1060,O000417,P0430,5,937.48,91.71
1061,O000417,P0418,3,348.27,76.04
1062,O000418,P0191,3,579.96,39.71
1063,O000418,P0437,4,923.41,1.35
1064,O000419,P0398,2,720.23,98.73
1065,O000419,P0063,3,933.79,28.59
1066,O000419,P0299,3,203.46,79.26
1067,O000420,P0155,4,778.98,88.61
1068,O000420,P0029,2,458.28,41.26
1069,O000421,P0465,2,683.86,1.81
1070,O000421,P0375,5,130.76,94.01
1071,O000421,P0073,3,932.6,7.94
1072,O000421,P0470,5,933.21,28.09
1073,O000422,P0497,2,661.36,73.91
1074,O000422,P0464,2,510.43,46.07
1075,O000423,P0255,4,202.06,96.49
1076,O000423,P0211,1,798.67,87.53
1077,O000423,P0228,2,468.17,13.21
1078,O000424,P0209,4,196.42,46.8
1079,O000424,P0032,1,649.25,4.66
1080,O000424,P0417,3,444.94,53.7
1081,O000424,P0189,1,332.23,51.91
1082,O000425,P0078,-1,489.01,68.24
1083,O000426,P0164,1,468.48,84.67
1084,O000426,P0014,2,608.17,22.67
1085,O000427,P0271,2,808.06,69.41
1086,O000428,P0102,2,130.41,37.81
1087,O000428,P0079,3,522.92,39.08
1088,O000428,P0096,1,579.86,63.12
1089,O000428,P0177,4,136.54,37.35
1090,O000429,P0076,2,177.29,63.99
1091,O000429,P0316,4,198.2,52.22
1092,O000429,P0148,5,369.95,47.37
1093,O000430,P0117,3,428.99,8.71
1094,O000430,P0241,3,403.13,90.74
1095,O000431,P0200,1,611.06,78.79
1096,O000431,P0414,1,166.81,85.35
1097,O000431,P0008,4,496.48,15.6
1098,O000431,P0433,1,952.63,98.05
1099,O000432,P0324,5,962.29,70.61
1100,O000432,P0432,4,633.96,92.3
1101,O000433,P0400,5,408.51,20.03
1102,O000433,P0068,4,153.7,97.97
1103,O000433,P0079,2,150.22,16.14
1104,O000434,P0150,1,261.22,15.4
1105,O000435,P0491,2,360.2,5.72
1106,O000435,P0317,2,992.97,33.75
1107,O000436,P0125,1,834.78,63.54
1108,O000436,P0126,4,76.0,64.78
1109,O000436,P0204,5,686.84,49.18
1110,O000437,P0343,-2,322.1,85.68
1111,O000438,P0166,1,157.01,88.85
1112,O000438,P0198,1,182.77,66.11
1113,O000438,P0340,5,405.3,57.09
1114,O000439,P0161,3,733.19,79.08
1115,O000439,P0129,1,572.99,79.93
1116,O000439,P0220,1,977.58,26.77
1117,O000439,P0471,1,676.5,32.99
1118,O000440,P0344,1,100.41,72.09
1119,O000440,P0303,5,327.83,54.71
1120,O000440,P0031,3,482.39,0.05
1121,O000441,P0223,1,976.63,66.67
1122,O000441,P0334,1,501.17,13.6
1123,O000442,P0482,2,209.77,24.37
1124,O000443,P0273,5,570.86,45.39
1125,O000443,P0268,1,479.82,7.42
1126,O000443,P0248,4,239.01,79.79
1127,O000443,P0334,2,395.51,76.46
1128,O000444,P0494,3,535.11,62.16
1129,O000444,P0122,5,842.25,93.6
1130,O000444,P0358,5,696.04,20.3
1131,O000444,P0395,5,388.41,30.88
1132,O000445,P0403,5,582.44,33.49
1133,O000446,P0082,1,129.84,6.93
1134,O000446,P0249,1,809.48,27.23
1135,O000447,P0410,5,922.44,47.99
1136,O000447,P0216,-1,968.49,46.43
1137,O000447,P0341,3,764.89,49.64
1138,O000448,P0231,5,924.12,88.48
1139,O000448,P0104,1,391.8,34.76
1140,O000448,P0170,1,42.7,40.67
1141,O000449,P0241,3,207.19,58.89
1142,O000449,P0290,4,432.36,18.65
1143,O000449,P0057,4,883.9,56.54
1144,O000450,P0195,2,230.51,20.59
1145,O000450,P0369,3,17.88,36.8
1146,O000450,P0083,1,468.05,67.44
1147,O000451,P0041,3,854.79,61.41
1148,O000451,P0287,5,842.09,76.35
1149,O000451,P0473,5,288.88,65.75
1150,O000451,P0170,2,756.18,87.47
1151,O000452,P0132,2,787.71,79.17
1152,O000452,P0203,3,573.69,60.35
1153,O000452,P0125,2,835.45,94.47
1154,O000453,P0146,3,234.15,88.09
1155,O000453,P0270,4,761.48,83.68
1156,O000453,P0115,5,57.27,32.82
1157,O000454,P0245,2,726.31,21.85
1158,O000454,P0273,5,646.12,88.23
1159,O000454,P0139,5,108.76,15.77
1160,O000454,P0390,1,575.3,12.91
1161,O000455,P0390,1,52.92,32.68
1162,O000455,P0147,5,633.99,78.44
1163,O000456,P0300,3,140.59,77.77
1164,O000456,P0022,1,308.75,56.67
1165,O000456,P0033,3,156.9,61.09
1166,O000457,P0378,1,875.9,10.66
1167,O000458,P0237,2,339.99,39.35
1168,O000459,P0201,5,198.41,58.24
1169,O000459,P0285,4,940.52,97.09
1170,O000459,P0313,1,226.22,6.88
1171,O000460,P0133,5,698.81,39.65
1172,O000460,P0115,2,935.2,55.07
1173,O000460,P0152,1,891.35,19.05
1174,O000461,P0380,2,144.37,85.8
1175,O000461,P0150,2,191.28,40.66
1176,O000461,P0119,-1,666.65,71.42
1177,O000461,P0355,4,678.05,65.8
1178,O000462,P0462,1,988.69,65.11
1179,O000463,P0196,5,755.73,95.93
1180,O000463,P0335,2,98.77,66.27
1181,O000464,P0033,4,471.16,18.83
1182,O000464,P0431,1,325.35,15.52
1183,O000464,P0428,5,372.95,4.69
1184,O000464,P0313,2,944.88,42.21
1185,O000465,P0173,2,732.53,75.39
1186,O000465,P0069,2,525.11,15.33
1187,O000465,P0009,-2,143.1,40.13
1188,O000466,P0006,2,237.42,21.95
1189,O000467,P0035,4,736.72,12.29
1190,O000467,P0187,4,933.49,1.07
1191,O000467,P0245,4,613.58,34.74
1192,O000468,P0030,2,181.83,64.18
1193,O000468,P0483,2,904.48,91.02
1194,O000468,P0133,5,817.9,17.06
1195,O000469,P0470,2,951.25,13.18
1196,O000470,P0035,5,947.08,79.96
1197,O000470,P0368,1,171.41,16.34
1198,O000471,P0192,3,67.9,81.43
1199,O000471,P0133,4,663.95,54.65
1200,O000472,P0354,4,500.24,82.48
1201,O000473,P0427,1,604.71,86.23
1202,O000473,P0185,3,643.42,22.74
1203,O000473,P0347,4,474.47,14.83
1204,O000473,P0033,5,188.08,31.67
1205,O000474,P0176,5,391.42,75.82
1206,O000475,P0372,3,742.1,94.72
1207,O000475,P0097,4,456.86,76.94
1208,O000475,P0052,1,138.69,8.6
1209,O000476,P0495,1,518.38,23.57
1210,O000477,P0471,5,745.32,5.0
1211,O000477,P0026,1,864.32,48.47
1212,O000477,P0478,1,233.28,15.11
1213,O000478,P0317,5,259.3,35.5
1214,O000479,P0089,1,183.75,90.53
1215,O000479,P0128,4,228.11,45.44
1216,O000479,P0439,-2,296.37,14.43
1217,O000480,P0165,2,688.25,26.07
1218,O000480,P0099,4,909.68,74.0
1219,O000480,P0419,1,203.55,97.62
1220,O000480,P0450,3,905.8,1.85
1221,O000481,P0473,5,337.29,27.1
1222,O000481,P0006,1,861.58,61.38
1223,O000481,P0351,4,355.87,61.21
1224,O000481,P0350,3,453.71,25.74
1225,O000482,P0337,4,217.11,94.76
1226,O000482,P0213,5,240.84,18.5
1227,O000483,P0088,4,168.42,35.87
1228,O000483,P0042,-2,886.96,34.93
1229,O000483,P0310,1,142.48,65.41
1230,O000483,P0081,5,159.4,28.58
1231,O000484,P0489,3,929.65,41.05
1232,O000485,P0162,2,759.88,70.11
1233,O000486,P0238,2,671.69,81.24
1234,O000486,P0319,4,725.49,66.41
1235,O000486,P0194,2,85.24,66.32
1236,O000486,P0331,5,672.13,33.96
1237,O000487,P0115,2,658.15,76.03
1238,O000487,P0294,1,539.09,85.1
1239,O000488,P0043,1,185.01,15.18
1240,O000488,P0191,2,751.69,51.14
1241,O000489,P0446,3,441.09,41.72
1242,O000490,P0005,4,112.94,58.28
1243,O000490,P0285,5,541.86,38.95
1244,O000490,P0429,3,838.45,0.1
1245,O000490,P0476,4,507.45,93.24
1246,O000491,P0426,5,320.54,32.73
1247,O000491,P0145,4,946.27,39.93
1248,O000491,P0061,3,599.84,72.42
1249,O000491,P0093,2,120.68,14.09
1250,O000492,P0099,2,191.19,30.56
1251,O000492,P0084,1,615.62,53.19
1252,O000492,P0249,1,938.28,91.7
1253,O000492,P0359,5,867.18,9.0
1254,O000493,P0209,2,592.25,59.41
1255,O000493,P0354,5,531.58,65.17
1256,O000493,P0057,5,738.0,1.99
1257,O000493,P0217,2,415.72,73.75
1258,O000494,P0179,1,936.88,74.8
1259,O000494,P0279,5,402.07,87.3
1260,O000495,P0168,3,811.52,27.02
1261,O000496,P0479,5,361.73,68.91
1262,O000496,P0316,4,179.21,77.84
1263,O000497,P0274,1,700.53,16.4
1264,O000498,P0440,4,234.87,84.38
1265,O000498,P0257,2,613.32,38.54
1266,O000498,P0248,2,413.43,74.7
1267,O000498,P0059,5,884.44,96.35
1268,O000499,P0054,2,255.35,55.21
1269,O000499,P0039,-1,197.97,66.38
1270,O000499,P0116,2,719.73,15.24
1271,O000499,P0375,5,971.11,34.93
1272,O000500,P0373,4,857.58,52.84
1273,O000500,P0392,3,738.92,70.03
1274,O000501,P0049,4,654.14,42.25
1275,O000501,P0086,3,16.21,89.89
1276,O000501,P0439,5,657.65,26.64
1277,O000501,P0240,1,610.63,95.65
1278,O000502,P0356,4,119.56,96.99
1279,O000503,P0330,5,254.48,69.28
1280,O000503,P0092,3,737.08,1.66
1281,O000503,P0193,2,374.95,95.33
1282,O000503,P0392,4,179.11,86.99
1283,O000504,P0105,2,314.97,50.72
1284,O000505,P0309,3,280.1,43.52
1285,O000505,P0378,1,304.88,13.65
1286,O000506,P0244,4,151.29,61.73
1287,O000507,P0156,5,72.3,43.79
1288,O000507,P0012,5,566.81,55.32
1289,O000507,P0352,5,682.92,25.49
1290,O000507,P0436,3,575.27,40.56
1291,O000508,P0312,5,803.96,84.7
1292,O000509,P0148,4,840.51,51.9
1293,O000510,P0298,2,541.07,53.32
1294,O000510,P0300,4,538.37,26.52
1295,O000510,P0310,-3,175.0,64.0
1296,O000511,P0088,1,127.08,88.76
1297,O000511,P0072,1,961.57,3.91
1298,O000511,P0309,4,902.71,1.81
1299,O000511,P0274,5,835.23,35.86
1300,O000512,P0450,-2,544.23,55.55
1301,O000513,P0342,3,816.66,55.11
1302,O000514,P0381,3,994.9,55.33
1303,O000514,P0122,4,24.42,92.55
1304,O000514,P0469,4,22.6,0.06
1305,O000514,P0369,1,396.47,67.88
1306,O000515,P0399,5,600.48,64.5
1307,O000516,P0050,3,562.38,76.73
1308,O000517,P0341,4,846.22,99.05
1309,O000517,P0027,4,507.63,47.99
1310,O000518,P0083,1,420.3,64.27
1311,O000519,P0385,1,212.0,37.24
1312,O000520,P0471,1,302.67,94.97
1313,O000521,P0481,2,52.83,48.39
1314,O000521,P0287,3,903.36,40.09
1315,O000521,P0482,3,48.23,14.18
1316,O000522,P0177,1,615.17,43.62
1317,O000522,P0478,4,431.22,17.83
1318,O000523,P0170,1,243.55,93.19
1319,O000523,P0016,3,266.03,30.73
1320,O000524,P0351,3,787.61,37.24
1321,O000524,P0168,2,179.02,84.81
1322,O000524,P0161,2,16.05,83.04
1323,O000524,P0374,2,354.22,10.16
1324,O000525,P0202,1,136.45,18.48
1325,O000526,P0399,1,477.58,92.31
1326,O000527,P0218,4,774.68,53.61
1327,O000527,P0317,5,353.04,32.1
1328,O000528,P0093,5,588.61,30.53
1329,O000528,P0440,3,319.5,40.61
1330,O000528,P0189,5,618.8,44.86
1331,O000529,P0271,3,853.16,4.72
1332,O000530,P0230,5,459.57,26.92
1333,O000530,P0327,2,222.68,77.24
1334,O000530,P0271,3,734.48,85.32
1335,O000531,P0433,1,466.63,35.64
1336,O000531,P0293,3,464.87,26.0
1337,O000531,P0171,5,239.05,51.05
1338,O000532,P0272,2,225.6,8.31
1339,O000533,P0330,2,525.95,60.09
1340,O000534,P0263,4,479.69,53.49
1341,O000534,P0286,2,77.63,79.44
1342,O000535,P0005,5,292.39,55.49
1343,O000535,P0033,2,320.33,12.22
1344,O000535,P0426,3,664.28,92.66
1345,O000535,P0413,2,786.41,5.0
1346,O000536,P0245,3,196.11,27.92
1347,O000537,P0246,4,448.27,37.89
1348,O000537,P0204,2,592.96,6.53
1349,O000537,P0417,3,402.09,58.77
1350,O000537,P0193,5,632.81,43.0
1351,O000538,P0295,1,589.98,2.9
1352,O000538,P0273,1,599.62,34.03
1353,O000538,P0273,2,906.86,83.27
1354,O000539,P0044,2,544.9,40.96
1355,O000539,P0148,5,178.5,29.48
1356,O000539,P0264,3,778.71,29.75
1357,O000540,P0088,5,565.43,87.68
1358,O000540,P0364,4,575.3,75.42
1359,O000540,P0380,2,120.05,59.23
1360,O000540,P0226,2,747.74,46.28
1361,O000541,P0277,2,195.66,60.84
1362,O000542,P0475,1,334.88,58.06
1363,O000542,P0135,3,926.19,81.09
1364,O000542,P0106,3,431.2,76.05
1365,O000542,P0201,2,982.22,10.48
1366,O000543,P0108,2,532.88,34.17
1367,O000543,P0059,4,777.61,57.81
1368,O000544,P0484,5,917.27,57.64
1369,O000544,P0317,1,660.12,86.65
1370,O000544,P0086,5,835.06,44.53
1371,O000544,P0162,5,156.33,86.14
1372,O000545,P0422,5,791.43,8.94
1373,O000545,P0276,3,753.35,75.45
1374,O000545,P0007,4,771.11,66.89
